"PlotID","Subplot","Stand","Species","n_seed","n_sap"
40,"B","hemlock-hardwoods","Pignut hickory",0,0
41,"B","hemlock-hardwoods","Pignut hickory",0,0
42,"B","hemlock-hardwoods","Pignut hickory",0,0
43,"B","hemlock-hardwoods","Pignut hickory",0,0
44,"B","pine-hardwoods","Pignut hickory",0,0
45,"B","pine-hardwoods","Pignut hickory",0,0
46,"B","pine-hardwoods","Pignut hickory",0,0
47,"B","hemlock-hardwoods","Pignut hickory",0,0
48,"B","hemlock-hardwoods","Pignut hickory",0,0
49,"B","hemlock-hardwoods","Pignut hickory",0,0
50,"B","hemlock-hardwoods","Pignut hickory",0,0
51,"B","hemlock-hardwoods","Pignut hickory",0,0
52,"B","pine-hardwoods","Pignut hickory",0,0
53,"B","pine-hardwoods","Pignut hickory",0,0
54,"B","hemlock-hardwoods","Pignut hickory",0,0
55,"B","hemlock-hardwoods","Pignut hickory",0,0
56,"B","hemlock-hardwoods","Pignut hickory",0,0
57,"B","pine-hardwoods","Pignut hickory",0,0
58,"B","hemlock-hardwoods","Pignut hickory",0,0
59,"B","hemlock-hardwoods","Pignut hickory",0,0
60,"B","hemlock-hardwoods","Pignut hickory",0,0
1,"C","pine-hardwoods","Pignut hickory",0,0
2,"C","pine-hardwoods","Pignut hickory",0,0
3,"C","hemlock-hardwoods","Pignut hickory",0,0
4,"C","hemlock-hardwoods","Pignut hickory",0,0
5,"C","pine-hardwoods","Pignut hickory",0,0
6,"C","pine-hardwoods","Pignut hickory",0,0
7,"C","pine-hardwoods","Pignut hickory",0,0
8,"C","pine-hardwoods","Pignut hickory",0,0
9,"C","hemlock-hardwoods","Pignut hickory",0,0
10,"C","hemlock-hardwoods","Pignut hickory",0,0
11,"C","hemlock-hardwoods","Pignut hickory",0,0
12,"C","hemlock-hardwoods","Pignut hickory",0,0
13,"C","hemlock-hardwoods","Pignut hickory",2,0
14,"C","hemlock-hardwoods","Pignut hickory",0,0
15,"C","hemlock-hardwoods","Pignut hickory",0,0
16,"C","hemlock-hardwoods","Pignut hickory",0,0
17,"C","hemlock-hardwoods","Pignut hickory",0,0
18,"C","hemlock-hardwoods","Pignut hickory",0,0
19,"C","hemlock-hardwoods","Pignut hickory",0,0
20,"C","hemlock-hardwoods","Pignut hickory",0,0
21,"C","hemlock-hardwoods","Pignut hickory",0,0
22,"C","hemlock-hardwoods","Pignut hickory",1,1
23,"C","hemlock-hardwoods","Pignut hickory",0,0
24,"C","hemlock-hardwoods","Pignut hickory",0,0
25,"C","hemlock-hardwoods","Pignut hickory",0,0
26,"C","hemlock-hardwoods","Pignut hickory",0,0
27,"C","hemlock-hardwoods","Pignut hickory",0,0
28,"C","hemlock-hardwoods","Pignut hickory",0,0
29,"C","hemlock-hardwoods","Pignut hickory",0,0
30,"C","hemlock-hardwoods","Pignut hickory",0,0
31,"C","hemlock-hardwoods","Pignut hickory",0,0
32,"C","pine-hardwoods","Pignut hickory",0,0
33,"C","pine-hardwoods","Pignut hickory",0,0
34,"C","hemlock-hardwoods","Pignut hickory",0,0
35,"C","hemlock-hardwoods","Pignut hickory",6,0
36,"C","hemlock-hardwoods","Pignut hickory",1,0
37,"C","hemlock-hardwoods","Pignut hickory",0,0
38,"C","hemlock-hardwoods","Pignut hickory",0,0
39,"C","hemlock-hardwoods","Pignut hickory",0,0
40,"C","hemlock-hardwoods","Pignut hickory",0,0
41,"C","hemlock-hardwoods","Pignut hickory",0,0
42,"C","hemlock-hardwoods","Pignut hickory",0,0
43,"C","hemlock-hardwoods","Pignut hickory",0,0
44,"C","pine-hardwoods","Pignut hickory",0,0
45,"C","pine-hardwoods","Pignut hickory",0,0
46,"C","pine-hardwoods","Pignut hickory",0,0
47,"C","hemlock-hardwoods","Pignut hickory",0,0
48,"C","hemlock-hardwoods","Pignut hickory",0,0
49,"C","hemlock-hardwoods","Pignut hickory",0,0
50,"C","hemlock-hardwoods","Pignut hickory",0,0
51,"C","hemlock-hardwoods","Pignut hickory",0,0
52,"C","pine-hardwoods","Pignut hickory",0,0
53,"C","pine-hardwoods","Pignut hickory",0,0
54,"C","hemlock-hardwoods","Pignut hickory",0,0
55,"C","hemlock-hardwoods","Pignut hickory",0,0
56,"C","hemlock-hardwoods","Pignut hickory",0,0
57,"C","pine-hardwoods","Pignut hickory",0,0
58,"C","hemlock-hardwoods","Pignut hickory",0,0
59,"C","hemlock-hardwoods","Pignut hickory",0,0
60,"C","hemlock-hardwoods","Pignut hickory",0,0
1,"A","pine-hardwoods","Red maple",0,0
2,"A","pine-hardwoods","Red maple",0,0
3,"A","hemlock-hardwoods","Red maple",0,0
4,"A","hemlock-hardwoods","Red maple",0,0
5,"A","pine-hardwoods","Red maple",3,1
6,"A","pine-hardwoods","Red maple",0,0
7,"A","pine-hardwoods","Red maple",0,0
8,"A","pine-hardwoods","Red maple",0,0
9,"A","hemlock-hardwoods","Red maple",0,0
10,"A","hemlock-hardwoods","Red maple",0,0
11,"A","hemlock-hardwoods","Red maple",0,0
12,"A","hemlock-hardwoods","Red maple",0,0
13,"A","hemlock-hardwoods","Red maple",0,0
14,"A","hemlock-hardwoods","Red maple",0,0
15,"A","hemlock-hardwoods","Red maple",0,0
16,"A","hemlock-hardwoods","Red maple",0,0
17,"A","hemlock-hardwoods","Red maple",0,0
18,"A","hemlock-hardwoods","Red maple",0,0
19,"A","hemlock-hardwoods","Red maple",0,0
20,"A","hemlock-hardwoods","Red maple",0,0
21,"A","hemlock-hardwoods","Red maple",0,0
22,"A","hemlock-hardwoods","Red maple",0,0
23,"A","hemlock-hardwoods","Red maple",0,0
24,"A","hemlock-hardwoods","Red maple",0,0
25,"A","hemlock-hardwoods","Red maple",0,0
26,"A","hemlock-hardwoods","Red maple",0,0
27,"A","hemlock-hardwoods","Red maple",0,0
28,"A","hemlock-hardwoods","Red maple",0,0
29,"A","hemlock-hardwoods","Red maple",0,0
30,"A","hemlock-hardwoods","Red maple",0,0
31,"A","hemlock-hardwoods","Red maple",0,0
32,"A","pine-hardwoods","Red maple",0,0
33,"A","pine-hardwoods","Red maple",0,0
34,"A","hemlock-hardwoods","Red maple",0,0
35,"A","hemlock-hardwoods","Red maple",0,0
36,"A","hemlock-hardwoods","Red maple",0,0
37,"A","hemlock-hardwoods","Red maple",0,0
38,"A","hemlock-hardwoods","Red maple",0,0
39,"A","hemlock-hardwoods","Red maple",0,0
40,"A","hemlock-hardwoods","Red maple",0,0
41,"A","hemlock-hardwoods","Red maple",3,0
42,"A","hemlock-hardwoods","Red maple",0,0
43,"A","hemlock-hardwoods","Red maple",4,0
44,"A","pine-hardwoods","Red maple",0,0
45,"A","pine-hardwoods","Red maple",0,0
46,"A","pine-hardwoods","Red maple",0,0
47,"A","hemlock-hardwoods","Red maple",0,0
48,"A","hemlock-hardwoods","Red maple",0,0
49,"A","hemlock-hardwoods","Red maple",0,0
50,"A","hemlock-hardwoods","Red maple",0,0
51,"A","hemlock-hardwoods","Red maple",0,0
52,"A","pine-hardwoods","Red maple",0,0
53,"A","pine-hardwoods","Red maple",0,0
54,"A","hemlock-hardwoods","Red maple",0,0
55,"A","hemlock-hardwoods","Red maple",0,0
56,"A","hemlock-hardwoods","Red maple",0,0
57,"A","pine-hardwoods","Red maple",0,0
58,"A","hemlock-hardwoods","Red maple",0,0
59,"A","hemlock-hardwoods","Red maple",0,0
60,"A","hemlock-hardwoods","Red maple",0,0
1,"B","pine-hardwoods","Red maple",0,0
2,"B","pine-hardwoods","Red maple",1,4
3,"B","hemlock-hardwoods","Red maple",0,0
4,"B","hemlock-hardwoods","Red maple",0,0
5,"B","pine-hardwoods","Red maple",0,0
6,"B","pine-hardwoods","Red maple",0,0
7,"B","pine-hardwoods","Red maple",0,0
8,"B","pine-hardwoods","Red maple",0,0
9,"B","hemlock-hardwoods","Red maple",4,0
10,"B","hemlock-hardwoods","Red maple",0,0
11,"B","hemlock-hardwoods","Red maple",0,0
12,"B","hemlock-hardwoods","Red maple",0,1
13,"B","hemlock-hardwoods","Red maple",3,1
14,"B","hemlock-hardwoods","Red maple",0,0
15,"B","hemlock-hardwoods","Red maple",0,0
16,"B","hemlock-hardwoods","Red maple",0,0
17,"B","hemlock-hardwoods","Red maple",0,0
18,"B","hemlock-hardwoods","Red maple",0,0
19,"B","hemlock-hardwoods","Red maple",0,0
20,"B","hemlock-hardwoods","Red maple",0,0
21,"B","hemlock-hardwoods","Red maple",0,0
22,"B","hemlock-hardwoods","Red maple",0,0
23,"B","hemlock-hardwoods","Red maple",0,0
24,"B","hemlock-hardwoods","Red maple",0,0
25,"B","hemlock-hardwoods","Red maple",0,0
26,"B","hemlock-hardwoods","Red maple",0,0
27,"B","hemlock-hardwoods","Red maple",0,0
28,"B","hemlock-hardwoods","Red maple",0,0
29,"B","hemlock-hardwoods","Red maple",0,0
30,"B","hemlock-hardwoods","Red maple",0,0
31,"B","hemlock-hardwoods","Red maple",0,0
32,"B","pine-hardwoods","Red maple",0,0
33,"B","pine-hardwoods","Red maple",0,0
34,"B","hemlock-hardwoods","Red maple",0,0
35,"B","hemlock-hardwoods","Red maple",0,0
36,"B","hemlock-hardwoods","Red maple",0,0
37,"B","hemlock-hardwoods","Red maple",0,0
38,"B","hemlock-hardwoods","Red maple",0,0
39,"B","hemlock-hardwoods","Red maple",0,0
40,"B","hemlock-hardwoods","Red maple",0,0
41,"B","hemlock-hardwoods","Red maple",0,0
42,"B","hemlock-hardwoods","Red maple",0,0
43,"B","hemlock-hardwoods","Red maple",7,0
44,"B","pine-hardwoods","Red maple",0,0
45,"B","pine-hardwoods","Red maple",1,0
46,"B","pine-hardwoods","Red maple",0,0
47,"B","hemlock-hardwoods","Red maple",1,0
48,"B","hemlock-hardwoods","Red maple",0,0
49,"B","hemlock-hardwoods","Red maple",0,0
50,"B","hemlock-hardwoods","Red maple",0,0
51,"B","hemlock-hardwoods","Red maple",0,0
52,"B","pine-hardwoods","Red maple",0,0
53,"B","pine-hardwoods","Red maple",0,0
54,"B","hemlock-hardwoods","Red maple",0,0
55,"B","hemlock-hardwoods","Red maple",0,0
56,"B","hemlock-hardwoods","Red maple",0,0
57,"B","pine-hardwoods","Red maple",7,2
58,"B","hemlock-hardwoods","Red maple",0,0
59,"B","hemlock-hardwoods","Red maple",0,0
60,"B","hemlock-hardwoods","Red maple",0,0
1,"C","pine-hardwoods","Red maple",0,0
2,"C","pine-hardwoods","Red maple",0,0
3,"C","hemlock-hardwoods","Red maple",3,0
4,"C","hemlock-hardwoods","Red maple",0,0
5,"C","pine-hardwoods","Red maple",0,0
6,"C","pine-hardwoods","Red maple",0,0
7,"C","pine-hardwoods","Red maple",0,0
8,"C","pine-hardwoods","Red maple",0,0
9,"C","hemlock-hardwoods","Red maple",0,0
10,"C","hemlock-hardwoods","Red maple",0,0
11,"C","hemlock-hardwoods","Red maple",1,0
12,"C","hemlock-hardwoods","Red maple",0,0
13,"C","hemlock-hardwoods","Red maple",0,0
14,"C","hemlock-hardwoods","Red maple",0,0
15,"C","hemlock-hardwoods","Red maple",0,0
16,"C","hemlock-hardwoods","Red maple",0,0
17,"C","hemlock-hardwoods","Red maple",1,0
18,"C","hemlock-hardwoods","Red maple",0,0
19,"C","hemlock-hardwoods","Red maple",0,0
20,"C","hemlock-hardwoods","Red maple",0,0
21,"C","hemlock-hardwoods","Red maple",0,0
22,"C","hemlock-hardwoods","Red maple",0,0
23,"C","hemlock-hardwoods","Red maple",0,0
24,"C","hemlock-hardwoods","Red maple",0,0
25,"C","hemlock-hardwoods","Red maple",0,0
26,"C","hemlock-hardwoods","Red maple",0,0
27,"C","hemlock-hardwoods","Red maple",0,0
28,"C","hemlock-hardwoods","Red maple",0,0
29,"C","hemlock-hardwoods","Red maple",0,0
30,"C","hemlock-hardwoods","Red maple",0,0
31,"C","hemlock-hardwoods","Red maple",0,0
32,"C","pine-hardwoods","Red maple",0,0
33,"C","pine-hardwoods","Red maple",0,0
34,"C","hemlock-hardwoods","Red maple",0,0
35,"C","hemlock-hardwoods","Red maple",1,0
36,"C","hemlock-hardwoods","Red maple",0,0
37,"C","hemlock-hardwoods","Red maple",0,0
38,"C","hemlock-hardwoods","Red maple",0,0
39,"C","hemlock-hardwoods","Red maple",0,0
40,"C","hemlock-hardwoods","Red maple",1,0
41,"C","hemlock-hardwoods","Red maple",0,0
42,"C","hemlock-hardwoods","Red maple",0,0
43,"C","hemlock-hardwoods","Red maple",0,0
44,"C","pine-hardwoods","Red maple",0,0
45,"C","pine-hardwoods","Red maple",0,0
46,"C","pine-hardwoods","Red maple",0,0
47,"C","hemlock-hardwoods","Red maple",0,0
48,"C","hemlock-hardwoods","Red maple",0,0
49,"C","hemlock-hardwoods","Red maple",0,0
50,"C","hemlock-hardwoods","Red maple",4,0
51,"C","hemlock-hardwoods","Red maple",0,0
52,"C","pine-hardwoods","Red maple",0,0
53,"C","pine-hardwoods","Red maple",1,0
54,"C","hemlock-hardwoods","Red maple",0,0
55,"C","hemlock-hardwoods","Red maple",0,0
56,"C","hemlock-hardwoods","Red maple",0,0
57,"C","pine-hardwoods","Red maple",1,0
58,"C","hemlock-hardwoods","Red maple",0,0
59,"C","hemlock-hardwoods","Red maple",0,0
60,"C","hemlock-hardwoods","Red maple",0,0
1,"A","pine-hardwoods","Sassafras",0,0
2,"A","pine-hardwoods","Sassafras",0,0
3,"A","hemlock-hardwoods","Sassafras",0,0
4,"A","hemlock-hardwoods","Sassafras",0,0
5,"A","pine-hardwoods","Sassafras",0,0
6,"A","pine-hardwoods","Sassafras",0,0
7,"A","pine-hardwoods","Sassafras",0,0
8,"A","pine-hardwoods","Sassafras",0,0
9,"A","hemlock-hardwoods","Sassafras",0,0
10,"A","hemlock-hardwoods","Sassafras",0,0
11,"A","hemlock-hardwoods","Sassafras",0,0
12,"A","hemlock-hardwoods","Sassafras",0,0
13,"A","hemlock-hardwoods","Sassafras",0,0
14,"A","hemlock-hardwoods","Sassafras",0,0
15,"A","hemlock-hardwoods","Sassafras",0,0
16,"A","hemlock-hardwoods","Sassafras",0,0
17,"A","hemlock-hardwoods","Sassafras",0,0
18,"A","hemlock-hardwoods","Sassafras",0,0
19,"A","hemlock-hardwoods","Sassafras",0,0
20,"A","hemlock-hardwoods","Sassafras",0,0
21,"A","hemlock-hardwoods","Sassafras",0,0
22,"A","hemlock-hardwoods","Sassafras",0,0
23,"A","hemlock-hardwoods","Sassafras",0,0
24,"A","hemlock-hardwoods","Sassafras",0,0
25,"A","hemlock-hardwoods","Sassafras",0,0
26,"A","hemlock-hardwoods","Sassafras",0,0
27,"A","hemlock-hardwoods","Sassafras",0,0
28,"A","hemlock-hardwoods","Sassafras",0,0
29,"A","hemlock-hardwoods","Sassafras",0,0
30,"A","hemlock-hardwoods","Sassafras",0,0
31,"A","hemlock-hardwoods","Sassafras",0,0
32,"A","pine-hardwoods","Sassafras",0,0
33,"A","pine-hardwoods","Sassafras",0,0
34,"A","hemlock-hardwoods","Sassafras",0,0
35,"A","hemlock-hardwoods","Sassafras",0,0
36,"A","hemlock-hardwoods","Sassafras",0,0
37,"A","hemlock-hardwoods","Sassafras",0,0
38,"A","hemlock-hardwoods","Sassafras",0,0
39,"A","hemlock-hardwoods","Sassafras",0,0
40,"A","hemlock-hardwoods","Sassafras",0,0
41,"A","hemlock-hardwoods","Sassafras",0,0
42,"A","hemlock-hardwoods","Sassafras",0,0
43,"A","hemlock-hardwoods","Sassafras",0,0
44,"A","pine-hardwoods","Sassafras",0,0
45,"A","pine-hardwoods","Sassafras",0,0
46,"A","pine-hardwoods","Sassafras",0,0
47,"A","hemlock-hardwoods","Sassafras",0,0
48,"A","hemlock-hardwoods","Sassafras",0,0
49,"A","hemlock-hardwoods","Sassafras",0,0
50,"A","hemlock-hardwoods","Sassafras",0,0
51,"A","hemlock-hardwoods","Sassafras",0,0
52,"A","pine-hardwoods","Sassafras",0,0
53,"A","pine-hardwoods","Sassafras",0,0
54,"A","hemlock-hardwoods","Sassafras",0,0
55,"A","hemlock-hardwoods","Sassafras",0,0
56,"A","hemlock-hardwoods","Sassafras",0,0
57,"A","pine-hardwoods","Sassafras",0,0
58,"A","hemlock-hardwoods","Sassafras",0,0
59,"A","hemlock-hardwoods","Sassafras",0,0
60,"A","hemlock-hardwoods","Sassafras",0,0
1,"B","pine-hardwoods","Sassafras",0,0
2,"B","pine-hardwoods","Sassafras",0,0
3,"B","hemlock-hardwoods","Sassafras",0,0
4,"B","hemlock-hardwoods","Sassafras",0,0
5,"B","pine-hardwoods","Sassafras",0,0
6,"B","pine-hardwoods","Sassafras",0,0
7,"B","pine-hardwoods","Sassafras",0,0
8,"B","pine-hardwoods","Sassafras",0,0
9,"B","hemlock-hardwoods","Sassafras",0,0
10,"B","hemlock-hardwoods","Sassafras",0,0
11,"B","hemlock-hardwoods","Sassafras",0,0
12,"B","hemlock-hardwoods","Sassafras",0,0
13,"B","hemlock-hardwoods","Sassafras",0,0
14,"B","hemlock-hardwoods","Sassafras",0,0
15,"B","hemlock-hardwoods","Sassafras",0,0
16,"B","hemlock-hardwoods","Sassafras",0,0
17,"B","hemlock-hardwoods","Sassafras",0,0
18,"B","hemlock-hardwoods","Sassafras",0,0
19,"B","hemlock-hardwoods","Sassafras",0,0
20,"B","hemlock-hardwoods","Sassafras",0,0
21,"B","hemlock-hardwoods","Sassafras",0,0
22,"B","hemlock-hardwoods","Sassafras",0,0
23,"B","hemlock-hardwoods","Sassafras",0,0
24,"B","hemlock-hardwoods","Sassafras",0,0
25,"B","hemlock-hardwoods","Sassafras",0,0
26,"B","hemlock-hardwoods","Sassafras",0,0
27,"B","hemlock-hardwoods","Sassafras",0,0
28,"B","hemlock-hardwoods","Sassafras",0,0
29,"B","hemlock-hardwoods","Sassafras",0,0
30,"B","hemlock-hardwoods","Sassafras",0,0
31,"B","hemlock-hardwoods","Sassafras",0,0
32,"B","pine-hardwoods","Sassafras",0,0
33,"B","pine-hardwoods","Sassafras",0,0
34,"B","hemlock-hardwoods","Sassafras",0,0
35,"B","hemlock-hardwoods","Sassafras",0,0
36,"B","hemlock-hardwoods","Sassafras",0,0
37,"B","hemlock-hardwoods","Sassafras",0,0
38,"B","hemlock-hardwoods","Sassafras",0,0
39,"B","hemlock-hardwoods","Sassafras",0,0
40,"B","hemlock-hardwoods","Sassafras",0,0
41,"B","hemlock-hardwoods","Sassafras",0,0
42,"B","hemlock-hardwoods","Sassafras",0,0
43,"B","hemlock-hardwoods","Sassafras",0,0
44,"B","pine-hardwoods","Sassafras",0,0
45,"B","pine-hardwoods","Sassafras",0,0
46,"B","pine-hardwoods","Sassafras",0,0
47,"B","hemlock-hardwoods","Sassafras",0,0
48,"B","hemlock-hardwoods","Sassafras",0,0
49,"B","hemlock-hardwoods","Sassafras",0,0
50,"B","hemlock-hardwoods","Sassafras",0,0
51,"B","hemlock-hardwoods","Sassafras",0,0
52,"B","pine-hardwoods","Sassafras",0,0
53,"B","pine-hardwoods","Sassafras",0,0
54,"B","hemlock-hardwoods","Sassafras",0,0
55,"B","hemlock-hardwoods","Sassafras",0,0
56,"B","hemlock-hardwoods","Sassafras",0,0
57,"B","pine-hardwoods","Sassafras",0,0
58,"B","hemlock-hardwoods","Sassafras",0,0
59,"B","hemlock-hardwoods","Sassafras",0,0
60,"B","hemlock-hardwoods","Sassafras",0,0
1,"C","pine-hardwoods","Sassafras",0,0
2,"C","pine-hardwoods","Sassafras",0,0
3,"C","hemlock-hardwoods","Sassafras",2,0
4,"C","hemlock-hardwoods","Sassafras",0,0
5,"C","pine-hardwoods","Sassafras",0,0
6,"C","pine-hardwoods","Sassafras",0,0
7,"C","pine-hardwoods","Sassafras",0,0
8,"C","pine-hardwoods","Sassafras",0,0
9,"C","hemlock-hardwoods","Sassafras",0,0
10,"C","hemlock-hardwoods","Sassafras",0,0
11,"C","hemlock-hardwoods","Sassafras",0,0
12,"C","hemlock-hardwoods","Sassafras",0,0
13,"C","hemlock-hardwoods","Sassafras",0,0
14,"C","hemlock-hardwoods","Sassafras",0,0
15,"C","hemlock-hardwoods","Sassafras",0,0
16,"C","hemlock-hardwoods","Sassafras",0,0
17,"C","hemlock-hardwoods","Sassafras",0,0
18,"C","hemlock-hardwoods","Sassafras",0,0
19,"C","hemlock-hardwoods","Sassafras",0,0
20,"C","hemlock-hardwoods","Sassafras",0,0
21,"C","hemlock-hardwoods","Sassafras",0,0
22,"C","hemlock-hardwoods","Sassafras",0,0
23,"C","hemlock-hardwoods","Sassafras",0,0
24,"C","hemlock-hardwoods","Sassafras",0,0
25,"C","hemlock-hardwoods","Sassafras",0,0
26,"C","hemlock-hardwoods","Sassafras",0,0
27,"C","hemlock-hardwoods","Sassafras",0,0
28,"C","hemlock-hardwoods","Sassafras",0,0
29,"C","hemlock-hardwoods","Sassafras",0,0
30,"C","hemlock-hardwoods","Sassafras",0,0
31,"C","hemlock-hardwoods","Sassafras",0,0
32,"C","pine-hardwoods","Sassafras",0,0
33,"C","pine-hardwoods","Sassafras",0,0
34,"C","hemlock-hardwoods","Sassafras",0,0
35,"C","hemlock-hardwoods","Sassafras",0,0
36,"C","hemlock-hardwoods","Sassafras",0,0
37,"C","hemlock-hardwoods","Sassafras",0,0
38,"C","hemlock-hardwoods","Sassafras",0,0
39,"C","hemlock-hardwoods","Sassafras",0,0
40,"C","hemlock-hardwoods","Sassafras",0,0
41,"C","hemlock-hardwoods","Sassafras",0,0
42,"C","hemlock-hardwoods","Sassafras",0,0
43,"C","hemlock-hardwoods","Sassafras",0,0
44,"C","pine-hardwoods","Sassafras",0,0
45,"C","pine-hardwoods","Sassafras",0,0
46,"C","pine-hardwoods","Sassafras",0,0
47,"C","hemlock-hardwoods","Sassafras",0,0
48,"C","hemlock-hardwoods","Sassafras",0,0
49,"C","hemlock-hardwoods","Sassafras",0,0
50,"C","hemlock-hardwoods","Sassafras",0,0
51,"C","hemlock-hardwoods","Sassafras",0,0
52,"C","pine-hardwoods","Sassafras",0,0
53,"C","pine-hardwoods","Sassafras",0,0
54,"C","hemlock-hardwoods","Sassafras",0,0
55,"C","hemlock-hardwoods","Sassafras",0,0
56,"C","hemlock-hardwoods","Sassafras",0,0
57,"C","pine-hardwoods","Sassafras",0,0
58,"C","hemlock-hardwoods","Sassafras",0,0
59,"C","hemlock-hardwoods","Sassafras",0,0
60,"C","hemlock-hardwoods","Sassafras",0,0
1,"A","pine-hardwoods","Shagbark hickory",0,0
2,"A","pine-hardwoods","Shagbark hickory",0,0
3,"A","hemlock-hardwoods","Shagbark hickory",0,0
4,"A","hemlock-hardwoods","Shagbark hickory",0,0
5,"A","pine-hardwoods","Shagbark hickory",0,0
6,"A","pine-hardwoods","Shagbark hickory",0,0
7,"A","pine-hardwoods","Shagbark hickory",0,0
8,"A","pine-hardwoods","Shagbark hickory",0,0
9,"A","hemlock-hardwoods","Shagbark hickory",0,0
10,"A","hemlock-hardwoods","Shagbark hickory",0,0
11,"A","hemlock-hardwoods","Shagbark hickory",0,0
12,"A","hemlock-hardwoods","Shagbark hickory",0,0
13,"A","hemlock-hardwoods","Shagbark hickory",0,0
14,"A","hemlock-hardwoods","Shagbark hickory",0,0
15,"A","hemlock-hardwoods","Shagbark hickory",0,0
16,"A","hemlock-hardwoods","Shagbark hickory",0,0
17,"A","hemlock-hardwoods","Shagbark hickory",0,0
18,"A","hemlock-hardwoods","Shagbark hickory",0,0
19,"A","hemlock-hardwoods","Shagbark hickory",0,0
20,"A","hemlock-hardwoods","Shagbark hickory",0,0
21,"A","hemlock-hardwoods","Shagbark hickory",0,0
22,"A","hemlock-hardwoods","Shagbark hickory",0,0
23,"A","hemlock-hardwoods","Shagbark hickory",0,0
24,"A","hemlock-hardwoods","Shagbark hickory",0,0
25,"A","hemlock-hardwoods","Shagbark hickory",0,0
26,"A","hemlock-hardwoods","Shagbark hickory",0,0
27,"A","hemlock-hardwoods","Shagbark hickory",0,0
28,"A","hemlock-hardwoods","Shagbark hickory",0,0
29,"A","hemlock-hardwoods","Shagbark hickory",0,0
30,"A","hemlock-hardwoods","Shagbark hickory",0,0
31,"A","hemlock-hardwoods","Shagbark hickory",0,0
32,"A","pine-hardwoods","Shagbark hickory",0,0
33,"A","pine-hardwoods","Shagbark hickory",0,0
34,"A","hemlock-hardwoods","Shagbark hickory",0,0
35,"A","hemlock-hardwoods","Shagbark hickory",0,0
36,"A","hemlock-hardwoods","Shagbark hickory",0,0
37,"A","hemlock-hardwoods","Shagbark hickory",0,0
38,"A","hemlock-hardwoods","Shagbark hickory",0,0
39,"A","hemlock-hardwoods","Shagbark hickory",0,0
40,"A","hemlock-hardwoods","Shagbark hickory",0,0
41,"A","hemlock-hardwoods","Shagbark hickory",0,0
42,"A","hemlock-hardwoods","Shagbark hickory",0,0
43,"A","hemlock-hardwoods","Shagbark hickory",0,0
44,"A","pine-hardwoods","Shagbark hickory",0,0
45,"A","pine-hardwoods","Shagbark hickory",0,0
46,"A","pine-hardwoods","Shagbark hickory",0,0
47,"A","hemlock-hardwoods","Shagbark hickory",0,0
48,"A","hemlock-hardwoods","Shagbark hickory",0,0
49,"A","hemlock-hardwoods","Shagbark hickory",0,0
50,"A","hemlock-hardwoods","Shagbark hickory",0,0
51,"A","hemlock-hardwoods","Shagbark hickory",0,0
52,"A","pine-hardwoods","Shagbark hickory",0,0
53,"A","pine-hardwoods","Shagbark hickory",0,0
54,"A","hemlock-hardwoods","Shagbark hickory",0,0
55,"A","hemlock-hardwoods","Shagbark hickory",0,0
56,"A","hemlock-hardwoods","Shagbark hickory",0,0
57,"A","pine-hardwoods","Shagbark hickory",0,0
58,"A","hemlock-hardwoods","Shagbark hickory",0,0
59,"A","hemlock-hardwoods","Shagbark hickory",0,0
60,"A","hemlock-hardwoods","Shagbark hickory",0,0
1,"B","pine-hardwoods","Shagbark hickory",0,0
2,"B","pine-hardwoods","Shagbark hickory",0,0
3,"B","hemlock-hardwoods","Shagbark hickory",0,0
4,"B","hemlock-hardwoods","Shagbark hickory",0,0
5,"B","pine-hardwoods","Shagbark hickory",0,0
6,"B","pine-hardwoods","Shagbark hickory",0,0
7,"B","pine-hardwoods","Shagbark hickory",0,0
8,"B","pine-hardwoods","Shagbark hickory",0,0
9,"B","hemlock-hardwoods","Shagbark hickory",0,0
10,"B","hemlock-hardwoods","Shagbark hickory",0,0
11,"B","hemlock-hardwoods","Shagbark hickory",0,0
12,"B","hemlock-hardwoods","Shagbark hickory",0,0
13,"B","hemlock-hardwoods","Shagbark hickory",0,0
14,"B","hemlock-hardwoods","Shagbark hickory",0,0
15,"B","hemlock-hardwoods","Shagbark hickory",0,0
16,"B","hemlock-hardwoods","Shagbark hickory",0,0
17,"B","hemlock-hardwoods","Shagbark hickory",0,0
18,"B","hemlock-hardwoods","Shagbark hickory",0,0
19,"B","hemlock-hardwoods","Shagbark hickory",0,0
20,"B","hemlock-hardwoods","Shagbark hickory",0,0
21,"B","hemlock-hardwoods","Shagbark hickory",0,0
22,"B","hemlock-hardwoods","Shagbark hickory",0,0
23,"B","hemlock-hardwoods","Shagbark hickory",0,0
24,"B","hemlock-hardwoods","Shagbark hickory",0,0
25,"B","hemlock-hardwoods","Shagbark hickory",0,0
26,"B","hemlock-hardwoods","Shagbark hickory",0,0
27,"B","hemlock-hardwoods","Shagbark hickory",0,0
28,"B","hemlock-hardwoods","Shagbark hickory",0,0
29,"B","hemlock-hardwoods","Shagbark hickory",0,0
30,"B","hemlock-hardwoods","Shagbark hickory",0,0
31,"B","hemlock-hardwoods","Shagbark hickory",0,0
32,"B","pine-hardwoods","Shagbark hickory",0,0
33,"B","pine-hardwoods","Shagbark hickory",0,0
34,"B","hemlock-hardwoods","Shagbark hickory",0,0
35,"B","hemlock-hardwoods","Shagbark hickory",3,0
